date,temp_max,temp_avg,temp_min,dewPt_max,dewPt_avg,dewPt_min,rh_max,rh_avg,rh_min,wspd_max,wspd_avg,wspd_min,pressure_max,pressure_avg,pressure_min,precip_hrly_max,precip_hrly_avg,precip_hrly_min,wx_phrase
2021-02-13,64,55.96296296296296,48,47,40.37037037037037,26,83,58.925925925925924,25,23,6.111111111111112,0,29.15,29.06666666666667,28.96,0.0,0.0,0.0,Fair
2021-02-14,67,59.33333333333334,54,33,25.54166666666667,14,43,29.33333333333333,14,20,13.5,7,29.17,29.093333333333327,29.01,0.0,0.0,0.0,Fair
2021-02-15,64,56.20833333333334,49,47,37.54166666666666,25,77,50.91666666666666,28,13,5.333333333333333,0,29.23,29.1725,29.14,0.0,0.0,0.0,Fair
2021-02-16,69,58.20833333333334,46,47,32.291666666666664,15,86,46.29166666666666,13,22,11.208333333333336,0,29.15,29.115,29.06,0.0,0.0,0.0,Fair
2021-02-17,67,58.4,53,29,23.96,19,35,27.2,17,22,12.708333333333336,5,29.28,29.171199999999995,29.12,0.0,0.0,0.0,Fair
2021-02-18,68,57.625,46,23,15.416666666666664,7,33,20.166666666666668,11,16,6.869565217391305,0,29.48,29.412083333333346,29.28,0.0,0.0,0.0,Fair
2021-02-19,71,56.75,44,31,22.70833333333333,16,45,28.875,13,9,2.5416666666666665,0,29.47,29.367499999999996,29.28,0.0,0.0,0.0,Fair
2021-02-20,64,58.69230769230769,53,33,24.69230769230769,20,47,28.153846153846153,19,24,14.615384615384615,0,29.38,29.301538461538463,29.25,0.0,0.0,0.0,Fair
2021-02-21,73,60.20833333333334,47,25,18.58333333333333,9,39,21.5,9,12,5.416666666666668,0,29.48,29.406666666666666,29.37,0.0,0.0,0.0,Fair
2021-02-22,80,63.0,47,24,19.56,12,39,21.84,8,8,2.125,0,29.4,29.3228,29.23,0.0,0.0,0.0,Fair
2021-02-23,77,62.30769230769231,49,38,25.34615384615385,19,40,26.538461538461537,11,12,3.1538461538461537,0,29.25,29.189615384615394,29.12,0.0,0.0,0.0,Fair
2021-02-24,74,61.29166666666666,48,42,33.333333333333336,18,56,37.25,18,12,3.4166666666666665,0,29.23,29.18166666666667,29.14,0.0,0.0,0.0,Fair
2021-02-25,71,60.04166666666666,48,48,25.54166666666667,10,86,35.708333333333336,10,8,3.7083333333333335,0,29.3,29.23916666666668,29.19,0.0,0.0,0.0,Fair
2021-02-26,74,59.5,44,30,12.958333333333336,5,35,17.666666666666668,7,12,4.791666666666667,0,29.23,29.157083333333343,29.07,0.0,0.0,0.0,Fair
2021-02-27,73,61.91666666666666,50,42,21.91666666666667,5,74,25.70833333333333,7,22,12.833333333333336,0,29.14,29.079166666666666,29.03,0.0,0.0,0.0,Fair
2021-02-28,71,60.25,50,36,18.20833333333333,6,54,22.91666666666667,9,14,3.9583333333333335,0,29.35,29.2675,29.14,0.0,0.0,0.0,Fair
2021-03-01,73,59.09090909090909,45,15,7.409090909090909,-2,26,14.818181818181818,5,9,3.772727272727273,0,29.37,29.304545454545465,29.22,0.0,0.0,0.0,Fair
2021-03-02,73,58.66666666666666,46,34,15.083333333333336,1,44,22.29166666666667,6,15,4.75,0,29.22,29.08541666666667,28.98,0.0,0.0,0.0,Fair
2021-03-03,56,49.68965517241379,43,45,34.793103448275865,22,90,58.10344827586207,35,20,6.827586206896553,0,29.2,29.02482758620689,28.95,0.04,0.002413793103448276,0.0,Fair
2021-03-04,66,54.125,42,42,38.54166666666666,36,82,57.875,37,9,3.875,0,29.41,29.35041666666666,29.22,0.0,0.0,0.0,Fair
2021-03-05,77,61.16666666666666,46,42,32.25,22,71,40.583333333333336,13,12,3.375,0,29.38,29.271249999999995,29.17,0.0,0.0,0.0,Fair
2021-03-06,69,56.95833333333334,47,48,40.833333333333336,34,83,56.70833333333334,32,14,6.0,0,29.22,29.17124999999999,29.12,0.0,0.0,0.0,Fair
2021-03-07,62,54.8,51,48,45.86666666666667,44,86,72.7,52,10,4.966666666666667,0,29.25,29.198333333333334,29.16,0.0,0.0,0.0,Cloudy
2021-03-08,64,56.58620689655172,53,48,43.24137931034483,33,80,62.89655172413793,31,13,6.103448275862068,0,29.34,29.298275862068962,29.25,0.0,0.0,0.0,Cloudy
2021-03-09,61,52.45833333333334,44,41,35.625,27,74,54.79166666666666,27,17,4.583333333333333,0,29.32,29.27791666666666,29.24,0.0,0.0,0.0,Fair
2021-03-10,54,48.44736842105264,45,44,40.368421052631575,35,93,74.6842105263158,52,17,6.026315789473684,0,29.29,29.208684210526318,29.15,0.18,0.02526315789473685,0.0,Light Rain
2021-03-11,53,46.5925925925926,42,40,36.925925925925924,32,89,70.37037037037038,47,12,4.62962962962963,0,29.24,29.20296296296297,29.17,0.1,0.007037037037037038,0.0,Fair
2021-03-12,56,47.79166666666666,40,39,34.791666666666664,30,80,61.91666666666666,37,16,3.652173913043478,0,29.33,29.2875,29.24,0.0,0.0,0.0,Fair
2021-03-13,63,50.95833333333334,40,45,39.333333333333336,35,83,66.25,44,13,4.375,0,29.42,29.37,29.33,0.0,0.0,0.0,Fair
2021-03-14,62,54.12,51,46,42.6,39,80,66.2,44,10,3.88,0,29.42,29.36359999999999,29.28,0.0,0.0,0.0,Cloudy
2021-03-15,54,50.32432432432432,47,46,40.48648648648648,28,93,71.0,38,16,9.513513513513514,5,29.29,29.15378378378378,29.04,0.07,0.012432432432432434,0.0,Cloudy
2021-03-16,59,49.41666666666666,42,36,29.91666666666667,26,59,48.0,28,10,5.583333333333332,0,29.27,29.176666666666673,29.09,0.0,0.0,0.0,Fair
2021-03-17,67,52.5,41,42,36.29166666666666,32,79,56.95833333333334,27,13,3.208333333333333,0,29.3,29.25750000000001,29.2,0.0,0.0,0.0,Fair
2021-03-18,69,57.29166666666666,50,45,40.958333333333336,33,77,57.29166666666666,28,10,2.583333333333333,0,29.31,29.27166666666666,29.24,0.0,0.0,0.0,Fair
2021-03-19,71,59.83333333333334,49,51,44.0,38,74,57.75,36,10,3.5,0,29.33,29.28583333333333,29.23,0.0,0.0,0.0,Fair
2021-03-20,68,58.029411764705884,54,52,47.17647058823529,23,93,71.1470588235294,27,10,7.0,0,29.33,29.28264705882353,29.22,0.0,0.0,0.0,Fair
2021-03-21,69,57.58333333333334,46,38,28.70833333333333,22,52,34.541666666666664,21,18,7.333333333333332,0,29.27,29.224999999999994,29.16,0.0,0.0,0.0,Fair
2021-03-22,68,57.78260869565217,49,44,34.04347826086956,25,71,42.47826086956522,26,13,7.2608695652173925,0,29.28,29.224782608695644,29.14,0.0,0.0,0.0,Fair
2021-03-23,69,57.19230769230769,47,44,35.92307692307692,25,77,50.615384615384606,22,21,9.346153846153848,0,29.15,29.046923076923083,28.95,0.0,0.0,0.0,Fair
2021-03-24,74,64.46428571428571,57,24,10.107142857142858,-3,26,12.714285714285715,5,26,11.370370370370368,0,29.15,29.094642857142855,29.02,0.0,0.0,0.0,Fair
2021-03-25,59,54.08,51,43,38.64,24,74,57.16,26,16,9.48,0,29.07,29.015600000000006,28.96,0.0,0.0,0.0,Cloudy
2021-03-26,65,54.62962962962962,49,43,40.22222222222222,37,77,59.96296296296296,37,15,5.25925925925926,0,29.26,29.107777777777773,29.0,0.0,0.0,0.0,Fair
2021-03-27,76,60.95833333333334,46,44,34.958333333333336,23,71,45.08333333333334,15,10,3.458333333333333,0,29.39,29.33916666666667,29.28,0.0,0.0,0.0,Fair
2021-03-28,87,68.20833333333333,51,34,23.20833333333333,6,45,23.5,5,13,4.208333333333333,0,29.38,29.30958333333334,29.2,0.0,0.0,0.0,Fair
2021-03-29,81,67.58333333333333,55,46,32.375,25,56,28.95833333333333,13,12,5.5,0,29.22,29.07500000000001,28.97,0.0,0.0,0.0,Fair
2021-03-30,81,62.111111111111114,52,50,45.37037037037037,28,89,61.148148148148145,14,13,5.703703703703702,0,29.19,29.0862962962963,29.01,0.0,0.0,0.0,Fair
2021-03-31,85,69.70833333333333,52,48,24.29166666666667,3,70,31.04166666666667,4,13,3.9583333333333335,0,29.25,29.210416666666664,29.17,0.0,0.0,0.0,Fair
2021-04-01,85,73.86363636363636,61,17,8.227272727272727,-4,17,9.136363636363637,3,13,4.545454545454546,0,29.15,29.074090909090906,29.0,0.0,0.0,0.0,Fair
2021-04-02,76,65.33333333333333,56,51,42.125,16,72,46.66666666666666,13,13,6.041666666666668,0,29.22,29.152916666666666,29.06,0.0,0.0,0.0,Fair
2021-04-03,77,60.58620689655172,50,52,47.89655172413793,38,100,67.96551724137932,28,12,4.724137931034483,0,29.29,29.25586206896552,29.23,0.0,0.0,0.0,Fair
2021-04-04,80,64.29166666666667,51,48,41.833333333333336,36,74,47.54166666666666,21,12,4.333333333333333,0,29.28,29.20958333333333,29.13,0.0,0.0,0.0,Fair
2021-04-05,70,61.04166666666666,52,48,46.04166666666666,43,72,59.0,42,13,6.25,0,29.17,29.10833333333333,29.03,0.0,0.0,0.0,Fair
2021-04-06,72,60.30769230769231,51,49,47.92307692307693,46,86,65.69230769230771,43,10,6.0,0,29.23,29.125,29.07,0.0,0.0,0.0,Fair
2021-04-07,79,64.5,54,49,46.75,42,77,55.95833333333334,29,12,3.8695652173913038,0,29.25,29.206249999999994,29.16,0.0,0.0,0.0,Fair
2021-04-08,76,64.83333333333333,56,49,46.875,42,75,54.875,31,14,6.083333333333332,0,29.21,29.15458333333334,29.08,0.0,0.0,0.0,Fair
2021-04-09,78,64.125,52,51,47.41666666666666,42,77,56.54166666666666,35,12,5.791666666666668,0,29.17,29.11333333333333,29.06,0.0,0.0,0.0,Fair
2021-04-10,80,64.875,54,50,46.70833333333334,40,75,54.79166666666666,31,13,7.0,0,29.11,29.04541666666667,28.98,0.0,0.0,0.0,Fair
2021-04-11,75,61.22222222222222,53,51,48.5925925925926,45,84,65.07407407407408,36,10,5.37037037037037,0,29.01,28.960000000000004,28.88,0.0,0.0,0.0,Fair
2021-04-12,69,59.44827586206897,55,52,49.58620689655172,48,84,70.89655172413794,49,13,6.310344827586207,0,29.03,28.99068965517241,28.96,0.0,0.0,0.0,Cloudy
2021-04-13,60,57.25,55,51,48.92857142857143,46,86,73.75,67,12,6.0,0,29.09,29.054642857142845,29.02,0.0,0.0,0.0,Cloudy
2021-04-14,62,55.67647058823529,53,46,43.911764705882355,41,77,65.5,46,14,7.470588235294117,3,29.18,29.124411764705876,29.09,0.0,0.0,0.0,Cloudy
2021-04-15,67,56.04166666666666,46,49,43.04166666666666,39,80,63.25,42,13,4.478260869565218,0,29.2,29.158749999999994,29.12,0.0,0.0,0.0,Fair
2021-04-16,71,57.12903225806453,49,49,46.12903225806453,41,86,69.48387096774194,35,12,5.161290322580644,0,29.17,29.10774193548387,29.05,0.0,0.0,0.0,Fair
2021-04-17,74,60.407407407407405,51,52,47.7037037037037,44,83,65.37037037037037,39,12,4.111111111111111,0,29.15,29.11296296296296,29.06,0.0,0.0,0.0,Fair
2021-04-18,87,72.54166666666667,57,51,18.20833333333333,-10,75,23.41666666666667,2,18,9.083333333333334,0,29.22,29.16791666666666,29.11,0.0,0.0,0.0,Fair
2021-04-19,86,73.625,60,48,26.375,19,56,19.666666666666668,9,13,7.708333333333332,0,29.2,29.148333333333344,29.08,0.0,0.0,0.0,Fair
2021-04-20,72,61.444444444444436,55,51,48.37037037037037,46,84,63.7037037037037,40,14,7.703703703703702,0,29.12,29.07444444444443,29.0,0.0,0.0,0.0,Fair
2021-04-21,61,57.6,55,48,45.96666666666667,45,75,65.53333333333333,56,13,7.666666666666668,3,29.07,29.05133333333333,29.02,0.0,0.0,0.0,Cloudy
2021-04-22,63,57.67857142857143,54,49,47.14285714285714,46,83,68.32142857142857,56,12,5.892857142857142,0,29.15,29.102142857142862,29.07,0.0,0.0,0.0,Cloudy
2021-04-23,63,57.8125,54,48,47.25,45,77,68.25,54,9,4.9375,0,29.22,29.1771875,29.13,0.0,0.0,0.0,Cloudy
2021-04-24,67,58.40625,55,48,47.15625,46,75,66.8125,47,12,3.625,0,29.22,29.16750000000001,29.11,0.0,0.0,0.0,Cloudy
2021-04-25,65,56.66666666666666,52,49,46.13888888888889,42,86,69.44444444444444,46,14,6.611111111111112,0,29.13,29.079444444444434,29.0,0.0,0.0,0.0,Cloudy
2021-04-26,63,56.19230769230769,52,47,43.269230769230774,37,83,63.153846153846146,42,14,7.230769230769232,0,29.06,29.02846153846154,28.99,0.0,0.0,0.0,Cloudy
2021-04-27,65,57.269230769230774,52,47,42.384615384615394,37,77,58.769230769230774,37,14,7.153846153846153,0,29.17,29.093461538461536,29.05,0.01,0.0003846153846153846,0.0,Fair
2021-04-28,88,69.96296296296296,51,45,30.296296296296298,7,74,32.48148148148148,5,18,8.037037037037036,0,29.24,29.211111111111112,29.17,0.0,0.0,0.0,Fair
2021-04-29,93,75.83333333333333,58,41,30.54166666666667,18,48,23.04166666666667,6,13,5.041666666666667,0,29.31,29.264583333333334,29.23,0.0,0.0,0.0,Fair
2021-04-30,93,77.20833333333333,63,48,33.75,25,46,22.75,9,12,5.208333333333333,0,29.26,29.205,29.13,0.0,0.0,0.0,Fair
2021-05-01,76,66.77272727272727,59,53,51.5,49,78,59.54545454545455,40,12,7.545454545454546,3,29.16,29.098636363636366,29.03,0.0,0.0,0.0,Fair
2021-05-02,70,62.33333333333334,58,53,49.5925925925926,47,78,64.18518518518519,47,12,7.0,3,29.07,29.0162962962963,28.97,0.0,0.0,0.0,Fair
2021-05-03,76,63.75862068965517,56,52,50.31034482758621,48,81,63.6551724137931,41,13,5.344827586206896,0,29.05,29.00586206896552,28.98,0.0,0.0,0.0,Fair
2021-05-04,86,69.75,57,55,49.5,41,81,53.33333333333334,20,10,4.708333333333333,0,29.12,29.07833333333332,29.03,0.0,0.0,0.0,Fair
2021-05-05,85,69.66666666666667,58,55,52.125,46,87,58.125,26,13,6.541666666666668,0,29.16,29.10125000000001,29.07,0.0,0.0,0.0,Fair
2021-05-06,75,62.28571428571429,56,53,52.60714285714285,52,90,72.39285714285714,44,15,6.821428571428571,0,29.21,29.175714285714275,29.13,0.0,0.0,0.0,Fair
2021-05-07,71,61.92,58,52,51.04,50,81,68.68,47,13,7.56,3,29.2,29.15040000000001,29.08,0.0,0.0,0.0,Cloudy
2021-05-08,73,62.85185185185186,57,52,50.7037037037037,48,83,66.03703703703704,45,14,5.777777777777778,0,29.13,29.09407407407407,29.06,0.0,0.0,0.0,Fair
2021-05-09,72,62.51724137931034,57,54,52.41379310344828,51,87,70.89655172413794,49,12,5.517241379310344,0,29.12,29.072413793103443,29.0,0.0,0.0,0.0,Fair
2021-05-10,67,62.58064516129032,60,54,52.67741935483871,52,80,70.38709677419354,59,10,6.741935483870968,3,29.08,29.05870967741935,29.03,0.0,0.0,0.0,Cloudy
2021-05-11,75,63.25,58,54,52.60714285714285,52,84,69.82142857142857,48,13,5.571428571428571,0,29.13,29.08285714285714,29.03,0.0,0.0,0.0,Fair
2021-05-12,76,63.25925925925926,58,54,53.37037037037037,52,84,71.92592592592592,46,14,6.185185185185184,0,29.23,29.16185185185185,29.13,0.0,0.0,0.0,Fair
2021-05-13,71,62.407407407407405,59,55,53.5925925925926,53,83,73.81481481481481,55,15,5.888888888888888,0,29.24,29.18925925925925,29.14,0.0,0.0,0.0,Fair
2021-05-14,73,61.354838709677416,57,54,52.25806451612904,49,89,74.19354838709677,42,13,6.533333333333332,0,29.18,29.13580645161291,29.07,0.0,0.0,0.0,Cloudy
2021-05-15,70,60.93103448275862,58,52,49.41379310344828,46,81,66.79310344827586,45,12,7.0,0,29.13,29.09275862068965,29.04,0.0,0.0,0.0,Cloudy
2021-05-16,62,58.093023255813954,55,52,50.41860465116279,48,89,76.0,64,9,6.511627906976744,5,29.18,29.13976744186047,29.11,0.01,0.00023255813953488373,0.0,Cloudy
2021-05-17,68,61.48484848484848,58,51,49.27272727272727,48,78,64.66666666666667,50,10,5.636363636363638,0,29.21,29.18333333333333,29.15,0.0,0.0,0.0,Cloudy
2021-05-18,74,63.64,57,53,51.04,49,81,65.16,41,13,6.08,0,29.21,29.128,29.03,0.0,0.0,0.0,Fair
2021-05-19,73,62.714285714285715,56,54,51.39285714285714,42,87,68.21428571428571,46,14,6.25,0,29.09,29.05249999999999,28.99,0.0,0.0,0.0,Fair
2021-05-20,69,62.36666666666667,58,49,46.73333333333333,40,72,57.06666666666667,41,14,7.3,0,29.06,29.031666666666666,28.99,0.0,0.0,0.0,Fair
2021-05-21,72,61.48,52,46,35.72,22,69,43.76,17,21,9.458333333333334,0,29.18,29.086800000000004,29.04,0.0,0.0,0.0,Fair
2021-05-22,67,58.06896551724138,52,46,43.03448275862069,39,77,59.31034482758621,37,13,6.862068965517241,0,29.26,29.202413793103467,29.18,0.0,0.0,0.0,Fair
2021-05-23,72,62.16666666666666,52,46,41.0,34,72,48.0,28,13,5.666666666666668,0,29.27,29.23625,29.17,0.0,0.0,0.0,Fair
2021-05-24,90,73.4,55,46,35.84,26,64,32.16,10,13,4.88,0,29.22,29.14640000000001,29.09,0.0,0.0,0.0,Fair
2021-05-25,85,74.58333333333333,62,52,42.66666666666666,31,60,34.458333333333336,18,13,7.0,0,29.13,29.10791666666668,29.08,0.0,0.0,0.0,Fair
2021-05-26,77,68.25,61,55,52.625,50,78,58.625,40,14,8.166666666666666,0,29.22,29.15416666666667,29.11,0.0,0.0,0.0,Fair
2021-05-27,74,63.8,60,54,51.56666666666667,49,80,65.76666666666667,44,13,6.586206896551723,3,29.24,29.20533333333333,29.14,0.0,0.0,0.0,Fair
2021-05-28,76,63.26666666666666,57,54,51.96666666666667,50,88,68.5,43,14,6.133333333333334,0,29.18,29.13733333333334,29.07,0.0,0.0,0.0,Fair
2021-05-29,71,62.39285714285714,58,53,51.964285714285715,51,84,70.0,51,12,6.678571428571429,3,29.11,29.080714285714283,29.03,0.0,0.0,0.0,Cloudy
2021-05-30,72,62.92857142857143,57,53,52.0,51,82,68.46428571428571,51,12,5.821428571428571,0,29.09,29.048571428571428,29.0,0.0,0.0,0.0,Fair
2021-05-31,77,65.0,59,55,54.03703703703704,53,81,69.03703703703704,46,12,5.592592592592593,0,29.14,29.107777777777788,29.08,0.0,0.0,0.0,Fair
2021-06-01,81,67.4,59,56,54.96,54,87,66.68,41,13,6.96,0,29.16,29.12360000000001,29.06,0.0,0.0,0.0,Fair
2021-06-02,82,66.13333333333334,58,56,55.0,53,90,70.06666666666666,39,13,6.2,0,29.13,29.062999999999995,28.99,0.0,0.0,0.0,Fair
2021-06-03,82,67.07142857142857,60,56,54.82142857142857,54,83,67.32142857142857,38,14,7.571428571428571,0,29.13,29.048214285714288,28.99,0.0,0.0,0.0,Fair
2021-06-04,80,68.28,60,56,54.28,52,83,63.08,39,13,6.24,0,29.14,29.103200000000005,29.07,0.0,0.0,0.0,Fair
2021-06-05,79,66.67857142857143,60,55,52.64285714285714,44,83,64.10714285714286,29,12,6.2857142857142865,0,29.16,29.114642857142854,29.04,0.0,0.0,0.0,Fair
2021-06-06,73,63.9,60,55,52.3,49,83,67.36666666666666,44,14,7.5,3,29.11,29.072,29.04,0.0,0.0,0.0,Fair
2021-06-07,65,61.085714285714296,58,55,51.97142857142857,50,87,72.45714285714286,61,9,6.205882352941178,0,29.13,29.094571428571445,29.05,0.0,0.0,0.0,Cloudy
2021-06-08,73,63.884615384615394,58,52,48.53846153846154,46,81,58.884615384615394,39,12,6.269230769230768,0,29.22,29.16576923076923,29.12,0.0,0.0,0.0,Fair
2021-06-09,74,65.96,59,50,43.76,32,69,47.8,23,15,6.32,0,29.26,29.22160000000001,29.18,0.0,0.0,0.0,Fair
2021-06-10,76,66.83333333333333,55,47,39.208333333333336,29,64,39.25,19,12,6.166666666666668,0,29.26,29.218333333333327,29.14,0.0,0.0,0.0,Fair
2021-06-11,83,70.375,59,49,44.0,39,62,41.375,22,12,6.75,0,29.16,29.0975,29.03,0.0,0.0,0.0,Fair
2021-06-12,87,73.16666666666667,61,50,44.625,40,56,38.0,20,13,5.333333333333333,0,29.08,29.02583333333333,28.98,0.0,0.0,0.0,Fair
2021-06-13,90,74.375,62,55,48.0,32,67,43.83333333333334,13,12,5.375,0,29.1,29.049999999999994,29.01,0.0,0.0,0.0,Fair
2021-06-14,93,78.125,64,56,51.29166666666666,45,73,43.08333333333334,20,13,5.458333333333332,0,29.1,29.06124999999999,29.01,0.0,0.0,0.0,Fair
2021-06-15,101,83.5,69,57,53.54166666666666,47,65,39.66666666666666,16,12,4.791666666666667,0,29.06,29.018333333333345,28.94,0.0,0.0,0.0,Fair
2021-06-16,89,78.25,67,59,56.79166666666666,54,70,49.04166666666666,34,16,8.583333333333334,3,29.05,29.00500000000001,28.97,0.0,0.0,0.0,Fair
2021-06-17,92,77.03703703703705,68,61,58.185185185185176,52,73,54.074074074074076,28,14,6.37037037037037,0,29.01,28.977407407407423,28.93,0.0,0.0,0.0,Fair
2021-06-18,86,72.2,65,60,59.32,58,81,65.72,41,15,8.28,3,28.99,28.959999999999994,28.91,0.0,0.0,0.0,Fair
2021-06-19,85,71.46153846153847,64,60,58.57692307692307,56,84,66.15384615384616,38,10,6.807692307692308,0,28.99,28.96307692307693,28.92,0.0,0.0,0.0,Fair
2021-06-20,82,68.25806451612904,62,59,57.70967741935484,57,90,70.93548387096773,42,13,6.838709677419355,0,29.08,29.012903225806447,28.98,0.0,0.0,0.0,Fair
2021-06-21,83,69.14285714285714,61,57,56.03571428571429,53,87,66.32142857142857,36,13,6.407407407407407,0,29.16,29.113928571428577,29.08,0.0,0.0,0.0,Fair
2021-06-22,84,69.85714285714286,61,57,54.89285714285714,48,84,62.53571428571429,28,14,6.392857142857142,0,29.13,29.085714285714282,29.04,0.0,0.0,0.0,Fair
2021-06-23,85,71.29166666666667,62,57,54.0,48,84,57.79166666666666,29,14,7.25,0,29.16,29.085416666666664,29.04,0.0,0.0,0.0,Fair
2021-06-24,80,68.41666666666667,60,56,54.375,51,86,63.125,38,13,7.333333333333332,0,29.2,29.155,29.1,0.0,0.0,0.0,Fair
2021-06-25,82,70.66666666666667,61,56,54.08333333333334,52,83,58.04166666666666,38,14,6.166666666666668,0,29.16,29.094166666666666,29.01,0.0,0.0,0.0,Fair
2021-06-26,88,73.66666666666667,62,57,54.95833333333334,53,80,55.04166666666666,30,13,6.125,0,29.06,28.992916666666666,28.91,0.0,0.0,0.0,Fair
2021-06-27,88,75.79166666666667,66,59,57.08333333333334,55,75,53.875,36,13,6.333333333333332,0,28.94,28.89458333333334,28.83,0.0,0.0,0.0,Fair
2021-06-28,87,74.70833333333333,65,60,59.25,59,81,60.79166666666666,40,14,6.75,0,28.93,28.884166666666665,28.86,0.0,0.0,0.0,Fair
2021-06-29,83,71.07407407407408,65,60,59.925925925925924,59,84,69.66666666666667,46,13,6.37037037037037,0,29.03,28.970370370370368,28.95,0.0,0.0,0.0,Fair
2021-06-30,85,71.37037037037038,63,60,58.814814814814824,58,87,67.0,41,13,6.0,0,29.1,29.060370370370364,29.02,0.0,0.0,0.0,Fair
2021-07-01,92,74.34615384615384,64,60,58.19230769230769,54,84,60.884615384615394,29,12,5.8,0,29.13,29.07076923076923,28.99,0.0,0.0,0.0,Fair
2021-07-02,89,74.66666666666667,65,60,57.58333333333334,54,79,58.5,30,13,6.625,0,29.1,29.063333333333322,29.03,0.0,0.0,0.0,Fair
2021-07-03,90,75.16666666666667,65,59,57.66666666666666,53,81,58.0,28,12,6.125,0,29.12,29.07958333333333,29.03,0.0,0.0,0.0,Fair
2021-07-04,84,71.22222222222223,63,58,56.88888888888889,52,84,63.25925925925926,35,13,7.296296296296298,0,29.16,29.120740740740754,29.07,0.0,0.0,0.0,Fair
2021-07-05,85,67.75675675675676,60,58,55.75675675675675,51,90,69.24324324324324,33,13,6.4324324324324325,0,29.18,29.1308108108108,29.08,0.0,0.0,0.0,Smoke
2021-07-06,88,70.36666666666666,61,58,56.0,50,88,64.83333333333333,29,10,6.5,0,29.15,29.100333333333325,29.0,0.0,0.0,0.0,Fair
2021-07-07,86,74.66666666666667,64,59,57.625,55,80,57.29166666666666,35,13,7.5,3,29.05,29.00458333333335,28.94,0.0,0.0,0.0,Fair
2021-07-08,88,76.25,66,61,59.25,57,79,57.70833333333334,37,13,6.791666666666668,0,29.05,28.99833333333333,28.98,0.0,0.0,0.0,Fair
2021-07-09,92,79.41666666666667,70,62,59.58333333333334,55,76,52.95833333333334,30,13,7.375,0,29.1,29.06958333333333,29.04,0.0,0.0,0.0,Fair
2021-07-10,89,77.375,70,62,57.83333333333334,51,76,53.75,29,15,7.291666666666668,0,29.13,29.087916666666654,29.04,0.0,0.0,0.0,Fair
2021-07-11,90,77.0,68,61,57.79166666666666,54,73,53.375,29,14,6.833333333333332,0,29.11,29.060416666666654,29.01,0.0,0.0,0.0,Fair
2021-07-12,86,72.9655172413793,66,63,60.96551724137931,59,88,67.6896551724138,41,14,7.172413793103447,0,29.1,29.048965517241374,29.0,0.0,0.0,0.0,Fair
2021-07-13,89,75.70833333333333,68,62,60.33333333333334,55,81,61.25,32,13,6.125,0,29.11,29.07416666666667,29.03,0.0,0.0,0.0,Fair
2021-07-14,87,76.08333333333333,67,62,59.91666666666666,53,81,59.79166666666666,31,14,7.875,3,29.15,29.12041666666667,29.09,0.0,0.0,0.0,Fair
2021-07-15,89,74.28571428571429,67,62,58.42857142857143,42,84,62.53571428571429,20,13,6.925925925925926,0,29.18,29.140714285714303,29.07,0.0,0.0,0.0,Fair
2021-07-16,87,72.3,65,61,56.93333333333333,44,84,63.5,23,12,6.1,0,29.14,29.101,29.03,0.0,0.0,0.0,Fair
2021-07-17,90,75.41666666666667,66,60,56.45833333333334,44,81,55.79166666666666,21,13,6.916666666666668,0,29.14,29.0975,29.06,0.0,0.0,0.0,Fair
2021-07-18,91,79.5,69,60,53.04166666666666,41,73,44.41666666666666,20,12,5.125,0,29.18,29.13416666666667,29.09,0.0,0.0,0.0,Fair
2021-07-19,93,80.20833333333333,71,60,54.54166666666666,46,68,43.625,26,13,6.625,0,29.22,29.17333333333333,29.12,0.0,0.0,0.0,Fair
2021-07-20,91,79.16666666666667,69,60,55.79166666666666,50,70,47.54166666666666,25,13,5.958333333333332,0,29.2,29.13291666666666,29.03,0.0,0.0,0.0,Fair
2021-07-21,94,79.375,70,59,54.79166666666666,48,68,45.66666666666666,22,13,5.363636363636363,0,29.08,29.037916666666664,28.98,0.0,0.0,0.0,Fair
2021-07-22,89,77.57692307692308,70,62,57.653846153846146,51,73,51.230769230769226,34,14,8.045454545454545,0,29.2,29.092692307692307,29.05,0.0,0.0,0.0,Fair
2021-07-23,88,75.5,67,61,60.08333333333334,54,81,60.91666666666666,32,14,6.541666666666668,0,29.21,29.18291666666666,29.15,0.0,0.0,0.0,Fair
2021-07-24,84,70.75,65,61,60.09375,57,87,71.0625,41,12,5.625,0,29.21,29.16812500000001,29.1,0.0,0.0,0.0,Fair
2021-07-25,83,72.375,66,60,58.29166666666666,49,81,63.625,33,13,7.583333333333332,3,29.17,29.123750000000005,29.07,0.0,0.0,0.0,Fair
2021-07-26,77,69.85185185185185,66,64,61.185185185185176,59,90,74.66666666666667,58,10,6.111111111111112,0,29.15,29.109629629629637,29.07,0.02,0.0011111111111111113,0.0,Fair
2021-07-27,89,72.48148148148148,63,61,58.96296296296296,47,93,67.4074074074074,23,12,5.407407407407407,0,29.17,29.14,29.1,0.0,0.0,0.0,Fair
2021-07-28,91,77.70833333333333,66,60,54.83333333333334,47,81,51.08333333333334,23,10,5.083333333333333,0,29.19,29.15375,29.1,0.0,0.0,0.0,Fair
2021-07-29,91,77.58333333333333,67,59,55.91666666666666,48,76,50.91666666666666,24,10,5.375,0,29.14,29.07666666666667,29.0,0.0,0.0,0.0,Fair
